USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
999999,14926,ST CLOUD MUNICIPAL ARPT,US,MN,KSTC,45.543,-94.051,312.1,19480101,19721231
999999,14927,ST PAUL DOWNTOWN AP,US,MN,KSTP,44.932,-93.056,216.7,19480101,19530601
999999,14928,WLMR MUNI-J L RICE FD ARPT,US,MN,,45.117,-95.083,344.1,19481201,19501001
999999,14947,MINNEAPOLIS NAS,US,MN,MSP,44.883,-93.217,255.1,19450301,19611231
999999,54932,SANDSTONE 6 W,US,MN,,46.114,-92.994,344.4,20070622,20201030
999999,94931,HIBBING CHISHOLM-HIBBING AP,US,MN,KHIB,47.386,-92.839,413.6,19720101,19721231
A07357,182,ELBOW LAKE MUNICIPAL PRIDE OF THE PRAIRIE AIRPORT,US,MN,KY63,45.986,-95.992,367.3,20140731,20201031
720169,116,WASHINGTON REGIONAL AIRPORT,US,MO,KFYG,38.583,-91,149.1,20120209,20201030
720169,99999,WASHINGTON REGIONAL AIRPORT,US,MO,KFYG,38.583,-91,148.7,20180104,20180520
720306,53879,LEE'S SUMMIT MUNICIPAL APT,US,MO,KLXT,38.96,-94.371,303.9,20060101,20201030
720306,99999,LEE'S SUMMIT,US,MO,KLXT,38.956,-94.373,306,20040525,20051231
720331,99999,KENNETT MEM,US,MO,KTKX,36.226,-90.037,79.9,20151210,20201029
720402,99999,SKYHAVEN,US,MO,K9K4,38.784,-93.803,242.3,20070628,20080106
720475,99999,NORTHWEST MISSOURI RGNL,US,MO,KEVU,40.353,-94.915,350.5,20170105,20201029
720476,455,HANNIBAL REGIONAL AIRPORT,US,MO,KHAE,39.725,-91.444,234.7,20121115,20201030
720477,99999,FLOYD W JONES LEBANON,US,MO,KLBO,37.648,-92.652,402.6,20170630,20201029
720478,99999,LAWRENCE SMITH MEM,US,MO,KLRY,38.611,-94.342,278.9,20161216,20201029
720479,149,MONETT MUNICIPAL AIRPORT,US,MO,KHFJ,36.9,-94.017,401.1,20090201,20201030
720479,99999,MONETT MUNI,US,MO,KHFJ,36.9,-94.017,401,20180106,20180322
720481,3817,MALDEN FAA AIRPORT,US,MO,KMAW,36.6,-89.983,92.1,20200110,20200430
720481,99999,MALDEN MUNI,US,MO,KMAW,36.601,-89.992,89.9,20160517,20201029
720482,99999,OMAR N BRADLEY,US,MO,KMBY,39.464,-92.427,264.3,20170924,20201029
720483,99999,MARSHALL MEM MUNI,US,MO,KMHL,39.096,-93.203,237.4,20141202,20201029
720484,99999,MEXICO MEM,US,MO,KMYJ,39.158,-91.818,250.9,20160426,20201029
720487,99999,WARSAW MUNI,US,MO,KRAW,38.347,-93.345,285.3,20170908,20201029
720488,99999,SIKESTON MEM MUNI,US,MO,KSIK,36.899,-89.562,96,20150128,20201029
720616,207,BRANSON AIRPORT,US,MO,KBBG,36.533,-93.2,397.2,20090201,20201030
720616,99999,BRANSON AIRPORT,US,MO,KBBG,36.533,-93.2,397,20180101,20180515
720636,222,CLINTON MEMORIAL AIRPORT,US,MO,KGLY,38.35,-93.683,251.2,20090511,20201030
720636,99999,CLINTON MEM,US,MO,KGLY,38.357,-93.684,250.5,20090508,20180515
720869,295,JESSE VIERTEL MEMORIAL AIRPORT,US,MO,KVER,38.947,-92.683,218.2,20101203,20201030
720869,99999,JESSE VIERTEL MEM,US,MO,KVER,38.947,-92.683,217.9,20180102,20180515
720949,329,CAMDENTON MEMORIAL AIRPORT,US,MO,KH21,37.974,-92.691,324,20110630,20201030
720949,99999,CAMDENTON MEM,US,MO,KH21,37.974,-92.691,323.7,20180102,20180515
721045,354,MIDWEST NATIONAL AIR CENTER AIRPORT,US,MO,KGPH,39.332,-94.31,237.1,20120821,20201030
721045,99999,MIDWEST NAT AIR CENTER AIRPORT,US,MO,KGPH,39.333,-94.31,236.8,20120818,20180515
722367,363,SKYHAVEN AIRPORT,US,MO,KRCM,38.783,-93.8,243.2,20071016,20201030
722367,99999,WARRENSBURG,US,MO,KRCM,38.783,-93.8,243,20080101,20180516
723290,3849,CAPE GIRARDEAU RGNL,US,MO,KLOZ,37.087,-84.077,369.1,19730101,19850531
723290,3935,CAPE GIRARDEAU RGNL ARPT,US,MO,KCGI,37.225,-89.571,102.4,20100801,20201030
723300,3975,POPLAR BUFF MUNICIAL ARPT,US,MO,KPOF,36.773,-90.325,99.7,20060101,20201030
723300,99999,POPLAR BLUFF(AMOS),US,MO,KPOF,36.767,-90.467,146,19770828,20051231
723484,53901,WEST PLAINS MUNICIPAL ARPT,US,MO,KUNO,36.878,-91.903,372.8,20060101,20201030
723484,99999,WEST PLAINS MUNI,US,MO,KUNO,36.883,-91.9,374,20010811,20051231
723485,99999,POPLAR BLUFF(AMOS)&,US,MO,,36.767,-90.467,116,19760820,19770728
723489,3935,CAPE GIRARDEAU RGNL,US,MO,KCGI,37.225,-89.571,107.3,19730101,20100801
723490,99999,MONETTE,US,MO,,36.917,-94.017,437,19730101,20130430
723493,99999,WAPPAPELLO,US,MO,,36.933,-90.283,101,19880810,19881202
723495,13987,JOPLIN REGIONAL AIRPORT,US,MO,KJLN,37.152,-94.495,296.3,19730101,20201030
724340,13994,LAMBERT-ST LOUIS INTERNATIONAL AP,US,MO,KSTL,38.753,-90.374,161.9,19730101,20201030
724343,99999,ST LOUIS NEXRAD,US,MO,,36.7,-90.683,220,20000817,20020424
724345,3966,SPIRIT OF ST LOUIS AIRPORT,US,MO,KSUS,38.657,-90.656,140.8,19730101,20201030
724347,53904,ST CHARLES CO SMARTT ARPT,US,MO,KSET,38.929,-90.428,132.9,20060101,20201030
724347,99999,ST CHARLES CO SMARTT,US,MO,KSET,38.933,-90.433,133,20010811,20051231
724400,13995,SPRINGFIELD-BRANSON REGIONAL AIRPORT,US,MO,KSGF,37.24,-93.39,384.7,19730101,20201030
724420,13997,ROLLA NATIONAL AIRPORT,US,MO,KVIH,38.132,-91.765,338.3,20050101,20201030
724450,3945,COLUMBIA REGIONAL AIRPORT,US,MO,KCOU,38.817,-92.218,272.2,19730101,20201030
724453,3994,SEDALIA MEMORIAL AIRPORT,US,MO,KDMO,38.704,-93.183,274.3,20060101,20201030
724453,99999,SEDALIA MEMORIAL,US,MO,KDMO,38.707,-93.176,277,19970123,20051231
724454,93996,FARMINGTON REGIONAL ARPT,US,MO,KFAM,37.761,-90.428,288.7,19950210,20201030
724454,99999,FARMINGTON RGNL,US,MO,KFAM,37.761,-90.429,289,20000101,20031231
724455,14938,KIRKSVILLE REGIONAL ARPT,US,MO,KIRK,40.097,-92.543,294.4,19730101,20201030
724455,99999,KIRKSVILLE RGNL,US,MO,KIRK,40.083,-92.533,294,20000101,20031231
724456,13997,ROLLA/VICHY AIRPORT,US,MO,KVIH,38.131,-91.768,346.6,19730101,20100801
724457,3938,WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD,US,MO,KTBN,37.75,-92.15,353.3,19630320,20201030
724457,99999,WAYNESVILLE RGNL AR,US,MO,KTBN,37.733,-92.133,353,20000101,20041231
724458,3963,JEFFERSON CITY MEMO ARPT,US,MO,KJEF,38.591,-92.156,174.7,20060101,20201031
724458,99999,JEFFERSON CITY MEM,US,MO,KJEF,38.583,-92.15,167,19731129,20051231
724459,53931,LEE C FINE MEMORIAL ARPT,US,MO,KAIZ,38.096,-92.553,264.9,20060101,20201031
724459,99999,LEE C FINE MEM,US,MO,KAIZ,38.1,-92.55,265,19850423,20051231
724460,3947,KANSAS CITY INTERNATIONAL AIRPORT,US,MO,KMCI,39.297,-94.731,306.3,19730101,20201030
724461,13988,KANSAS CITY DOWNTOWN AP,US,MO,KMKC,39.121,-94.597,228.6,19480101,19900206
724463,13988,C.R. WHEELER DOWNTOWN ARPT,US,MO,KMKC,39.121,-94.597,226.2,19900208,20201030
724463,99999,CHARLES B WHEELER D,US,MO,KMKC,39.117,-94.583,231,20000101,20031231
724464,53916,AGRICULTURAL SCIENCE CENTER,US,MO,KCDJ,39.823,-93.579,234.4,20060101,20201030
724464,99999,CHILLICOTHE AGRI-SC,US,MO,KCDJ,39.817,-93.583,234,19990114,20051231
724466,3929,RICHARD GEBAUR,US,MO,KGVW,38.844,-94.56,321.9,19540327,20041231
724466,99999,RICHARDS-GEBAUR AP,US,MO,KGVW,38.85,-94.55,333,20000101,20000110
724467,13930,WHITEMAN AFB AIRPORT,US,MO,KSZL,38.717,-93.55,265.2,19421201,20201030
724467,99999,WHITEMAN AFB,US,MO,KSZL,38.717,-93.55,265,20000101,20041231
724490,13993,ROSECRANS MEMORIAL AIRPORT,US,MO,KSTJ,39.774,-94.923,249.3,19440301,20201030
724490,99999,ST. JOSEPH/ROSE-CRA,US,MO,KSTJ,39.767,-94.917,249,20000101,20031231
725400,99999,SPICKARD,US,MO,,40.25,-93.72,271,19771006,20030720
749086,99999,MALDEN MISSOURI AAF,US,MO,MAW,36.6,-89.983,91,19441201,19450322
999999,3817,MALDEN FAA AIRPORT,US,MO,MAW,36.6,-89.983,92,19500101,19550101
999999,3929,RICHARDS GEBAUR AFB,US,MO,KGVW,38.844,-94.56,332.2,19710101,19710101
999999,3938,FT LNRD WD AAF,US,MO,KTBN,37.75,-92.15,353.3,19710101,19710101
999999,3945,COLUMBIA REGIONAL AIRPORT,US,MO,KCOU,38.817,-92.218,273.7,19691101,19721231
999999,3947,KANSAS CITY INTERNATIONAL AIRPORT,US,MO,KMCI,39.297,-94.731,312.4,19721001,19721231
999999,13301,CHILLICOTHE 22 ENE,US,MO,,39.867,-93.147,253.9,20050611,20201030
999999,13930,WHITEMAN AAF,US,MO,KSZL,38.717,-93.55,265.5,19710101,19710101
999999,13982,CHILLICOTHE,US,MO,,39.783,-93.5,232.9,19480101,19510101
999999,13983,COLUMBIA MUNICIPAL AP,US,MO,COU,38.967,-92.367,237.1,19450101,19691101
999999,13987,JOPLIN MUNICIPAL AP,US,MO,KJLN,37.147,-94.502,300.2,19480101,19550101
999999,13988,KANSAS CITY MUNICIPAL AP,US,MO,KMKC,39.121,-94.597,228.6,19650101,19721001
999999,13991,MARSHALL,US,MO,,39.117,-93.217,240.8,19480101,19500501
999999,13992,NEW FLORENCE,US,MO,,38.883,-91.433,269.1,19480101,19500501
999999,13993,ST JOSEPH WBO,US,MO,KSTJ,39.774,-94.923,249.3,19480101,19721231
999999,13994,ST LOUIS LAMBERT INT'L ARPT,US,MO,KSTL,38.753,-90.374,216.4,19450101,19721231
999999,13995,SPRINGFIELD MUNICIPAL ARPT,US,MO,KSGF,37.24,-93.39,387.1,19480101,19721231
999999,13997,VICHY ROLLA NATL ARPT,US,MO,KVIH,38.131,-91.768,346.6,19480101,19650101
999999,14938,KIRKSVILLE CANNON MEMORIAL AP,US,MO,KIRK,40.097,-92.543,294.1,19480101,19550101
999999,14945,TARKIO,US,MO,,40.417,-95.4,317,19480101,19510101
999999,23908,JOPLIN 24 N,US,MO,,37.428,-94.583,290.2,20070525,20201030
999999,23909,SALEM 10 W,US,MO,,37.634,-91.723,365.2,20070517,20201030
999999,93825,ADVANCE 1 S,US,MO,,37.1,-89.9,109.7,19480101,19491201
999999,93910,ST LOUIS LAMBERT,US,MO,,38.75,-90.383,166.1,19450301,19460801
999999,93995,BUTLER FAA AP,US,MO,,38.3,-94.333,264.9,19500101,19550101
999999,93996,FARMINGTON,US,MO,KFAM,37.761,-90.428,288.6,19500101,19550101
A51256,451,BRANSON WEST MUNICIPAL EMERSON FIELD AIRPORT,US,MO,KFWB,36.699,-93.402,411.2,20140731,20201031
912210,41419,ROTA INTERNATIONAL AIRPORT,CQ,MP,PGRO,14.172,145.243,179.2,20050101,20201030
912310,41420,TINIAN INTERNATIONAL AIRPORT,CQ,MP,PGWT,14.999,145.621,82.6,20050101,20201029
912320,41418,FRANCISCO C. ADA/SAIPAN INTERNATIONAL ARPT,CQ,MP,PGSN,15.117,145.717,65.5,20050101,20201030
912333,41420,WEST TINIAN,CQ,MP,PGWT,14.999,145.621,82.6,20050824,20201030
695354,99999,AFWA ASSIGNED,US,MS,KQNF,,,,20020212,20020331
720541,53806,OXFORD UNIV,US,MS,KUOX,34.383,-89.55,137.8,20090101,20201030
720541,99999,UNIVERSITY OXFORD,US,MS,KUOX,34.383,-89.533,138,20080530,20180515
720588,99999,OXFORD,US,MS,,34.383,-89.533,136,20080825,20081231
720667,99999,OIL PLATFORM/INNOVATOR,US,MS,KMYT,28.217,-89.617,223.7,20091217,20140203
720708,53849,RANGE B,US,MS,KNJW,32.8,-88.833,164.6,20200713,20201030
720717,442,WEST DELTA 27A,US,MS,KDLP,29.117,-89.55,36.3,20100503,20201030
720717,99999,WEST DELTA OIL PLATFORM,US,MS,KDLP,29.117,-89.55,224,20100430,20180520
720769,275,GEORGE M BRYAN AIRPORT,US,MS,KSTF,33.433,-88.849,101.2,20130101,20201030
720769,99999,GEORGE M BRYAN,US,MS,KSTF,33.433,-88.849,101.2,20100923,20121231
720776,99999,HESLER NOBLE FLD,US,MS,KLUL,31.673,-89.172,72.5,20121118,20201029
720787,278,JOHN BELL WILLIAMS AIRPORT,US,MS,KJVW,32.304,-90.411,75.3,20110402,20201030
720787,99999,JOHN BELL WILLIAMS AIRPORT,US,MS,KJVW,32.304,-90.411,75.3,20180102,20180103
720924,311,ROSCOE TURNER AIRPORT,US,MS,KCRX,34.915,-88.604,130.2,20110125,20201030
720924,99999,ROSCOE TURNER AIRPORT,US,MS,KCRX,34.915,-88.604,129.5,20110118,20180520
720927,314,FLETCHER FIELD AIRPORT,US,MS,KCKM,34.3,-90.512,53,20110311,20201030
720927,99999,FLETCHER FLD,US,MS,KCKM,34.3,-90.512,52.7,20180101,20180515
720932,317,BROOKHAVEN LINCOLN COUNTY AIRPORT,US,MS,K1R7,31.606,-90.409,149.1,20110402,20201031
720975,99999,HAGLER AAF / CAMP SHELBY MISSISSIPPI USA,US,MS,KSLJ,31.174,-89.191,85.3,20110512,20200908
722138,13835,BAY SAINT LOUIS,US,MS,KHSA,30.367,-89.45,7,19420501,19890214
722138,63852,STENNIS INTERNATIONAL AIRPORT,US,MS,KHSA,30.368,-89.455,7,20050101,20201029
722138,99999,BAY SAINT LOUIS,US,MS,KHSA,30.367,-89.45,7,20040517,20041231
722165,13815,OLIVE BRANCH,US,MS,KOLV,34.983,-89.783,123,19411013,19740415
722165,63808,OLIVE BRANCH AIRPORT,US,MS,KOLV,34.979,-89.787,122.5,20050101,20201030
722165,99999,OLIVE BRANCH,US,MS,KOLV,34.983,-89.783,123,20040517,20041231
722237,99999,PASCAGOULA COAST GUARD STATION,US,MS,,30.37,-88.57,8,19750916,19790724
722340,13865,KEY FIELD AIRPORT,US,MS,KMEI,32.335,-88.744,89.6,19420301,20201031
722344,99999,LOUISVILLE WINSTON CO,US,MS,KLMS,33.146,-89.062,175.3,19810220,19821217
722345,3866,MERIDIAN NAS/MC CAIN FD AP,US,MS,KNMM,32.55,-88.567,82.6,19730101,20201030
722347,13833,HAGLER AAF,US,MS,KHBG,31.282,-89.253,46,20050101,20100731
722347,99999,HATTIESBURG MUNI,US,MS,,31.267,-89.25,46,19420820,20041231
722348,53808,HATTIESBURG-LAUREL RGNL AP,US,MS,KPIB,31.467,-89.333,89.3,20060101,20201030
722348,99999,HATTIESBURG LAUREL,US,MS,KPIB,31.467,-89.333,91,19781220,20051231
722349,99999,PICAYUNE MUNI,US,MS,KMJD,30.487,-89.651,17.1,20200624,20201029
722350,3940,JACKSON INTERNATIONAL AIRPORT,US,MS,KJAN,32.321,-90.078,100.6,19420901,20201030
722354,13927,HAWKINS FIELD AIRPORT,US,MS,KHKS,32.337,-90.221,104.2,20050101,20201030
722354,99999,HAWKINS FLD,US,MS,KHKS,32.333,-90.217,104,20010705,20041231
722355,93999,VICKSBURG MUNICIPAL AIRPORT,US,MS,KVKS,32.233,-90.933,31.4,20130319,20201030
722356,13939,MID DELTA RGNL,US,MS,KGLH,33.483,-90.985,39.3,19420120,20100731
722356,99999,GREENVILLE MUNI,US,MS,,33.483,-90.983,40,20000101,20031231
722357,3961,HRDY-ANRES FD NTCHZ-ADAMS COUNTY AIRPORT,US,MS,KHEZ,31.617,-91.283,82.9,20060101,20201030
722357,99999,NATCHEZ/HARDY(AWOS),US,MS,KHEZ,31.617,-91.3,83,19730102,20051231
722358,93919,MCOM/PIKE CO/J E LWS FD AP,US,MS,KMCB,31.183,-90.471,125.9,19730101,20201030
722359,13978,GREENWOOD LEFLORE,US,MS,KGWO,33.496,-90.087,40.5,19430205,20100731
722364,23903,TUNICA MUNICIPAL AIRPORT,US,MS,KUTA,34.681,-90.347,59.1,20050104,20201031
723301,93862,TUPELO C D LEMONS ARPT,US,MS,KTUP,34.262,-88.771,110,19730101,19900228
723303,93862,TUPELO C D LEMONS ARPT,US,MS,KTUP,34.262,-88.771,110,19900208,19910228
723305,99999,OXFORD UNIVERSITY,US,MS,,34.383,-89.533,137,19730112,19850311
723306,13825,COLUMBUS AFB AIRPORT,US,MS,KCBM,33.65,-88.45,66.8,19420301,20201030
723306,99999,COLUMBUS AFB,US,MS,KCBM,33.65,-88.45,66,20000101,20041227
723307,53893,GOLDEN TRIANGLE RGNL APT,US,MS,KGTR,33.45,-88.583,80.5,20060101,20201030
723307,99999,GOLDEN TRIANGLE RGNL,US,MS,KGTR,33.45,-88.583,80,19770102,20051231
723320,93862,TUPELO REGIONAL AIRPORT,US,MS,KTUP,34.262,-88.771,110,19910301,20201030
725023,474,CLEVELAND MUNICIPAL AIRPORT,US,MS,KRNV,33.861,-90.758,42.7,20130318,20201030
725023,99999,CLEVELAND MUNI,US,MS,KRNV,33.761,-90.758,42.7,19870629,20180515
746941,389,MONROE COUNTY AIRPORT,US,MS,KM40,33.873,-88.49,69.2,20120110,20201030
746941,13786,MONROE CO,US,MS,KECG,36.261,-76.175,4,19490101,19900219
746941,99999,MONROE CO,US,MS,KM40,33.874,-88.49,68.9,20180109,20180524
747570,93874,GULFPORT-BILOXI INTL ARPT,US,MS,KGPT,30.412,-89.081,12.8,20050101,20201030
747580,13978,GREENWOOD-LEFLORE AIRPORT,US,MS,KGWO,33.496,-90.087,40.5,20050101,20201030
747590,13833,BOBBY L CHAIN MUNI AIRPORT,US,MS,KHBG,31.282,-89.253,46,20050101,20201030
747680,13939,MID DELTA REGIONAL AIRPORT,US,MS,KGLH,33.483,-90.985,39,20050101,20201030
747681,99999,STENNIS SPACE CENTER MS,US,MS,,30.372,-89.61,21.3,20180515,20201019
747685,93874,GULFPORT BILOXI INT,US,MS,KGPT,30.412,-89.081,8.5,20050101,20100731
747685,99999,GULFPORT BILOXI INT,US,MS,,30.4,-89.067,9,19730101,20041231
747686,13820,KEESLER AIR FORCE BASE,US,MS,KBIX,30.417,-88.917,10.1,19420509,20201030
747686,99999,KEESLER AFB,US,MS,KBIX,30.417,-88.917,10,20000103,20041231
747688,53858,TRENT LOTT INTL AIRPORT,US,MS,KPQL,30.464,-88.532,5.5,20040101,20201030
747688,99999,TRENT LOTT INTL,US,MS,KPQL,30.467,-88.533,5,19680903,20031231
749079,99999,GRENADA,US,MS,,33.783,-89.8,63,19430812,19451114
997367,99999,WAVELAND,US,MS,,30.283,-89.367,10,20050405,20050829
998171,99999,GRAND BAY RESERVE,US,MS,,30.35,-88.417,5,20100101,20201029
998201,99999,PASCAGOULA NOAA LAB,US,MS,,30.35,-88.567,0,20080721,20201029
998202,99999,DOCK E PORT OF PASCAGOULA,US,MS,,30.35,-88.5,0,20080721,20180209
998219,99999,BAY WAVELAND YACHT CLUB,US,MS,,30.317,-89.317,5,20081022,20201029
998231,99999,DOCK C PASCAGOULA,US,MS,,30.35,-88.567,3,20081114,20180209
998233,99999,GULFPORT OUTER RANGE,US,MS,,30.233,-88.983,13,20081114,20130120
998234,99999,WEST PIER GULFPORT,US,MS,,30.35,-89.083,7,20081114,20101231
998239,99999,RANGE A REAR PASCAGOULA,US,MS,,30.333,-88.517,5,20081114,20180209
999999,3866,MERIDIAN NAAS,US,MS,KNMM,32.55,-88.567,96.6,19610801,19721231
999999,3940,JACKSON INTERNATIONAL AP,US,MS,KJAN,32.321,-90.078,100.9,19640101,19721231
999999,13825,COLUMBUS AAF,US,MS,KCBM,33.65,-88.45,66.8,19710101,19710101
999999,13865,MERIDIAN KEY FIELD,US,MS,KMEI,32.335,-88.744,94.5,19480701,19721231
999999,13956,JACKSON 4 NW,US,MS,,32.333,-90.233,98.1,19480701,19630708
999999,13978,GREENWOOD MUNICIPAL AP,US,MS,KGWO,33.496,-90.087,40.5,19490101,19550101
999999,13979,VICKSBURG OLD,US,MS,,32.4,-90.783,36.9,19490101,19500601
999999,23803,HOLLY SPRINGS 4 N,US,MS,,34.822,-89.435,147.5,20080201,20201030
999999,63831,NEWTON 5 ENE,US,MS,,32.338,-89.07,114,20021103,20201030
999999,93919,MCCOMB PIKE COUNTY AP,US,MS,KMCB,31.183,-90.471,128.6,19481201,19550101
999999,93999,VICKSBURG,US,MS,KVKS,32.233,-90.933,3.2,19500601,19501001
720122,114,STARR BROWNING AIRSTRIP,US,MT,K8S0,48.6,-113.117,1419.2,20140731,20150930
720759,99999,RAVALLI CO,US,MT,K6S5,46.251,-114.125,1110.1,20190410,20201029
720994,99999,ALPHA (RAYNESFORD),US,MT,K1AM,47.283,-110.8,1219.2,20131025,20201029
720995,99999,BRAVO (GEYSER),US,MT,K1BM,47.283,-110.367,1234.4,20120920,20201029
720996,99999,CHARLIE (STANFORD),US,MT,K1CM,47.1,-110.167,1336.6,20120601,20201024
720997,99999,DELTA (DENTON),US,MT,K1DM,47.383,-109.817,1093.3,20131025,20201029
720998,99999,ECHO (WINIFRED),US,MT,K1EM,47.45,-109.417,1116.5,20120717,20201029
720999,99999,FOXTROT (AUGUSTA),US,MT,K1FM,47.6,-112.317,1343.3,20120614,20201022
721001,99999,GOLF (SIMMS),US,MT,K1GM,47.333,-112.1,1310.6,20131025,20201029
721002,99999,HOTEL (FAIRFIELD),US,MT,K1HM,47.7,-111.95,1178.7,20130625,20201029
721003,99999,INDIA (ULM),US,MT,K1IM,47.317,-111.467,1108,20120920,20201029
721004,99999,JULIE (POWER),US,MT,K1JM,47.75,-111.55,1152.1,20120504,20200917
721005,99999,KILO (HARLOWTOWN),US,MT,K1KM,46.45,-109.8,1329.8,20120921,20201029
721006,99999,LIMA (JUDITH GAP),US,MT,K1LM,46.7,-109.733,1414.3,20120607,20201029
721007,99999,MIKE (MOORE),US,MT,K1MM,47.017,-109.633,1256.1,20120614,20201019
721008,99999,NOVEMBER (GRASS RANGE),US,MT,K1NM,47.067,-109.033,1161.3,20120619,20201029
721009,99999,OSCAR (ROY),US,MT,K1OM,47.333,-108.933,1086,20131025,20201029
726671,99999,BROADUS           &,US,MT,,45.433,-105.4,922,19760305,19900219
726673,99999,BROADUS           &,US,MT,K4BQ,45.433,-105.4,922,19900314,19951206
726675,24037,MILES CITY MUNICIPAL ARPT,US,MT,KMLS,46.427,-105.883,802.8,19730101,19830531
726676,24087,DAWSON COMMUNITY AIRPORT,US,MT,KGDV,47.133,-104.8,748.9,20060101,20201030
726676,99999,DAWSON COMMUNITY,US,MT,KGDV,47.133,-104.8,749,19730101,20051231
726761,99999,WEST YELLOWSTONE  &,US,MT,,44.65,-111.1,2031,19750814,19900219
726763,24198,WEATHER SERVICE OFFICE,US,MT,KWEY,44.65,-111.1,2030.9,20060103,20071019
726763,99999,WEST YELLOWSTONE,US,MT,KWEY,44.65,-111.1,2031,19900314,20051222
726764,94163,YELLOWSTONE AIRPORT,US,MT,KWYS,44.683,-111.117,2026.6,20060608,20201030
726764,99999,YELLOWSTONE,US,MT,KWYS,44.683,-111.117,2025,19910801,20051007
726765,99999,WEST YELLOWSTONE  &,US,MT,,44.683,-111.117,2025,19730601,19900930
726766,99999,MONIDA,US,MT,,44.567,-112.317,2068,19430313,19920323
726770,24033,BILLINGS LOGAN INTERNATIONAL AIRPORT,US,MT,KBIL,45.807,-108.542,1091.5,19350501,20201030
726774,99999,HAMILTON/RAVALLI CO,US,MT,,46.25,-114.15,1110,19880905,20030428
726775,99999,HARLOWTON,US,MT,,46.43,-109.83,1268,19730101,20051101
726776,24036,LEWISTOWN MUNICIPAL ARPT,US,MT,KLWT,47.049,-109.458,1263.4,19420401,20201030
726777,94055,BAKER MUNICIPAL AIRPORT,US,MT,KBHK,46.358,-104.25,905.6,20060101,20201030
726777,99999,BAKER MUNI,US,MT,KBHK,46.35,-104.267,906,19980514,20051231
726785,24135,BERT MOONEY,US,MT,KBTM,45.965,-112.501,1686.5,19770301,20100801
726791,24135,BUTTE SILVER BOW CO ARPT,US,MT,KBTM,45.965,-112.501,1686.5,19760305,19770227
726795,24161,WHITEHALL,US,MT,HIA,45.867,-111.967,1303.9,19730101,19780101
726796,24138,DILLON AIRPORT,US,MT,KDLN,45.258,-112.554,1591.7,19730101,20100801
726797,24132,GALLATIN FIELD AIRPORT,US,MT,KBZN,45.788,-111.161,1349.4,19730101,20201030
726798,24150,MISSION FIELD AIRPORT,US,MT,KLVM,45.698,-110.441,1415.2,19730101,20201030
726799,99999,DILLON SAWRS,US,MT,,45.25,-112.55,1537,19730701,19740507
727680,94008,WOKAL FIELD/GLASGOW INTL AIRPORT,US,MT,KGGW,48.214,-106.621,696.5,19421210,20201030
727684,94051,JORDAN AIRPORT,US,MT,KJDN,47.326,-106.948,811.4,20060101,20201030
727684,99999,JORDAN,US,MT,KJDN,47.329,-106.953,811,19790322,20051231
727685,99999,GLASGOW INDUSTRIAL,US,MT,07MT,48.421,-106.528,841.9,19730702,19760528
727686,94017,L M CLAYTON AIRPORT,US,MT,KOLF,48.094,-105.574,605.3,20060101,20201030
727686,99999,L M CLAYTON,US,MT,KOLF,48.1,-105.583,605,19730419,20051231
727687,94028,SIDNEY-RICHLAND MUNI ARPT,US,MT,KSDY,47.717,-104.183,603.5,20060101,20201030
727687,99999,SIDNEY-RICHLAND MUNI,US,MT,KSDY,47.707,-104.193,605,19730104,20051231
727690,24137,CUT BANK MUNICIPAL AIRPORT,US,MT,KCTB,48.603,-112.375,1169.8,20050101,20201030
727700,24138,DILLON AIRPORT,US,MT,KDLN,45.258,-112.554,1585,20050101,20201030
727720,24144,HELENA REGIONAL AIRPORT,US,MT,KHLN,46.606,-111.964,1166.8,19730101,20201030
727725,99999,ELLISTON,US,MT,,46.567,-112.433,1547,19730102,19770701
727730,24153,MISSOULA INTERNATIONAL AIRPORT,US,MT,KMSO,46.921,-114.093,972.9,19730101,20201030
727735,24139,DRUMMOND,US,MT,K3DU,46.638,-113.176,0,19730101,20120930
727735,99999,DRUMMOND,US,MT,K3DU,46.67,-113.15,1202,20000101,20041231
727740,24135,BERT MOONEY AIRPORT,US,MT,KBTM,45.965,-112.501,1678.2,20050101,20201030
727750,24143,GREAT FALLS INTERNATIONAL AIRPORT,US,MT,KGTF,47.473,-111.382,1116.8,19730101,20201030
727755,24112,MALMSTROM AFHP HELIPORT,US,MT,KGFA,47.517,-111.183,1058.3,19421201,20201030
727755,99999,MALMSTROM AFHP,US,MT,KGFA,47.5,-111.183,1058,20020110,20041231
727760,99999,GREAT FALLS,US,MT,,47.45,-111.383,1130.5,19940921,20201029
727770,94012,HAVRE CITY-COUNTY AIRPORT,US,MT,KHVR,48.543,-109.763,787.9,19730101,20201030
727790,24146,GLACIER PARK INTERNATIONAL AIRPORT,US,MT,KGPI,48.304,-114.264,901.3,19730101,20201031
727795,99999,THOMPSON FALLS,US,MT,,47.6,-115.37,725,19730101,20021031
727796,24137,CUT BANK MUNI,US,MT,KCTB,48.603,-112.375,1169.8,19421201,20100801
742300,24037,FRANK WILEY FIELD AIRPORT,US,MT,KMLS,46.427,-105.883,799.8,19830531,20201030
749182,99999,JUDITH GAP,US,MT,,46.7,-109.75,1416,19440715,19451101
